12500	5871
10831	10296
3859	7459
3714	415
6104	1622
10910	10885
15268	16562
18409	10166
4153	4612
15957	6465
1347	4644
17945	1227
18278	8717
15313	10957
14301	19224
9301	179
9548	19141
19688	8372
4260	4687
4885	9421
3062	648
14596	19540
17225	9477
8539	9992
7	15757
7617	1440
366	11656
16287	4238
2105	7186
19075	1745
11273	16036
2262	11393
15534	13789
7394	6716
3223	19639
12570	355
18554	19637
17005	9086
11798	15355
13089	7479
16021	9227
7422	1101
12570	3637
2631	734
3183	699
16516	9574
12389	12458
14406	4144
9692	5725
17942	10342
19019	5701
14080	14709
13869	18394
3169	4929
19579	689
17076	10210
2510	11382
1955	4833
4638	2821
11819	17013
17439	11678
14986	15417
17994	13567
11890	12604
11943	3125
12378	6385
15193	8179
12118	16704
14653	18464
15719	14725
17143	13791
12118	6159
3363	18434
19477	12785
758	12878
5880	1701
17772	14404
8683	10524
17517	9874
9781	10224
14071	11958
14086	7325
9660	12623
5014	18437
11224	1049
9760	12236
6539	8358
17069	11859
15406	7134
15244	16518
7259	8065
19587	15882
11498	19023
5355	9155
7053	9181
18595	9157
14328	19116
7858	15267
2885	19695
2421	9945
9263	7737
11314	11061
10912	4577
17205	12354
13024	15324
4072	19516
2033	16518
14880	15906
14774	7970
6542	18783
1273	15511
16165	17548
7093	3835
13683	3866
7852	14410
15315	12473
13659	1169
2680	2068
2027	8848
18312	268
7457	5052
18951	18521
3169	10370
5901	1799
12130	14047
1330	6811
8210	5038
13940	623
4094	5069
13727	12623
17017	2972
9305	7076
6728	6677
16300	13447
9312	16213
10807	13854
2423	2506
2103	4419
6278	12566
14815	9485
13727	316
4491	18671
14941	15488
2235	1196
15983	2699
8936	5873
12265	18824
16639	6273
16488	8106
11162	857
17762	16696
2519	17460
723	5642
16287	11300
786	13133
18357	12841
14855	8769
1204	14301
15588	3228
14435	2524
18921	10500
7081	14165
12152	16103
16079	18104
8929	10513
5231	12878
672	14423
13730	9917
18132	18246
16577	17803
16385	10087
18636	1453
14273	12252
16012	15545
9551	921
10123	11260
7920	10704
11400	16642
18823	4307
3934	8961
19305	5121
8488	12303
11333	16042
4732	8876
2802	1765
10527	4006
5981	6554
13460	13697
18333	3217
15335	13446
668	2046
16150	3329
10275	8585
17980	9997
3117	18740
19275	12157
9895	5724
7896	9629
7739	1882
17265	10026
1862	16250
11283	19659
10763	8941
5127	6957
1138	1093
17695	8245
10063	17252
2932	1621
17006	12747
14953	14695
9868	16825
19073	3039
2489	12819
15912	2616
16775	1225
15390	5897
1273	11630
15601	16574
17081	14019
6401	1277
3555	12487
13670	18512
13083	9859
11378	15602
2409	9846
9054	15774
12263	12596
9732	14476
2225	9842
15425	10918
2487	14380
1745	6352
19600	13857
5765	3716
15198	11691
1171	41
10983	2215
3650	10474
19247	917
14424	11074
12445	15159
17191	12926
4354	6268
5229	16514
6367	3806
3537	2060
8014	8505
17457	6721
15565	12739
1171	4527
15312	770
11922	15298
18755	19240
15356	14142
7697	9287
14083	4822
6063	17733
18014	1354
11754	18725
5902	7902
9720	14562
17846	1238
6759	4883
2385	10161
4527	11195
17722	5479
4526	6568
3169	3264
243	18691
11378	2046
410	16827
3368	9036
11593	3441
8990	10363
786	4605
13617	2074
17800	5072
3599	2682
10589	11559
5916	6811
18920	17485
3811	14600
16100	17419
12249	1815
188	15272
4160	6456
19104	626
14295	11048
6437	19034
14242	10573
1634	10250
19214	16900
12202	187
15784	14600
8041	6369
5641	10581
10733	7672
9957	7868
11668	5166
16526	3835
7296	12646
6437	16524
4053	7421
2738	7076
12828	12822
19400	4082
9120	12765
4880	8915
15817	16514
18403	17082
3854	7168
17994	2431
2013	3893
12044	18088
1273	15957
10763	19600
12245	19646
15335	19699
6443	9093
11833	16910
2738	13195
18132	11272
13971	4504
11386	11664
17627	6195
588	8267
18014	14235
8626	7857
15012	18846
14001	16635
3627	14494
18878	11782
8931	10185
9412	1101
17174	17905
14242	2472
16197	8210
5856	1021
15023	3896
2309	10854
11501	15574
1640	14404
6063	7130
13309	11924
1853	5963
6285	7638
18712	6971
16011	13987
19432	17517
3957	14796
12945	18114
19523	1226
18018	16651
10139	2930
8343	5170
836	14290
1734	8257
4699	13691
9084	10885
14437	16474
12720	4376
12386	19495
9941	5482
19251	16952
15564	15837
7873	2149
16984	19454
7602	8777
16426	2076
17930	16183
3931	13333
3952	6696
3016	12360
18755	6447
19251	8496
3756	19654
18819	16852
2353	1101
15905	14064
9042	12572
14922	3511
13555	12487
9131	11309
2621	15248
15416	13633
8692	3971
15950	13633
760	937
13826	7222
16086	7013
14280	4525
10410	7945
9788	10436
6690	18958
18356	16518
2919	15300
1970	7453
7033	14270
19520	5192
15193	10412
15187	5799
17991	7986
2071	12173
280	8307
10139	3237
13114	6943
4934	11556
435	8135
10222	10896
8350	17794
7217	14412
10014	11711
12378	5066
16090	12975
12991	12520
12067	12070
1013	15519
2621	15640
14941	16903
1408	12706
11616	18395
3209	17265
10959	9023
8989	16825
16048	1825
15265	2469
15511	11630
18524	6799
15224	9662
8392	19642
10610	12363
7071	4929
18613	18322
18921	8482
846	4725
18053	16582
16506	6864
4971	8996
17866	13904
11078	11842
7541	16218
4915	15708
6787	13477
16350	4681
18702	5360
19620	14618
3970	4170
4997	18323
713	17929
8894	5360
18597	18123
3169	9302
17486	14766
17642	17910
3464	6725
17439	9852
8893	3384
2909	7992
17698	16566
7535	2400
1264	4443
15616	9035
2584	10226
224	5537
13993	13203
786	19069
9235	15774
6340	15650
19403	13854
13152	16649
12497	18050
18544	5737
2768	1148
9383	5291
3140	184
1718	17180
6553	4832
5406	10285
7445	2766
2157	4902
15586	13727
8700	2353
17410	3669
3618	14864
14914	3021
17793	6667
15004	6893
68	14218
19080	14317
1181	4311
8635	12807
14810	1499
17471	4003
1441	16453
18899	13871
9235	9654
1711	1612
14295	10439
512	792
16384	10896
8626	17172
4021	1635
12053	6399
10774	2244
13506	782
6790	19391
17465	10035
18386	3835
173	8478
14424	18276
2444	9496
18588	5182
8683	9918
6437	4383
8488	11955
14522	8297
16148	13493
2885	14245
13024	19068
3627	6678
3756	13615
6728	19526
4443	6429
4780	6421
11506	17016
8156	11065
13555	3835
17157	3962
19551	13158
6783	15378
19214	726
2566	14613
3536	13322
17261	2131
18307	16433
149	7094
15356	3540
7769	1885
5465	6590
6007	3213
16020	1981
18542	19632
11283	13752
2621	6290
4045	11838
17627	16704
12227	8680
6257	6454
8846	17158
3701	11485
10875	9689
78	392
5734	5427
7044	8195
12925	515
9290	5302
2571	6165
14293	2629
5094	18115
17169	5998
6396	18575
5499	16781
620	2194
8373	3169
4450	4732
19275	14597
6566	18429
10733	15467
4527	4485
2605	11029
8070	15414
9628	4058
15950	2013
14280	174
16048	6000
4929	13189
5567	11759
939	13299
19079	16701
18332	6682
15616	17183
17745	18461
11580	5609
19631	843
12084	12640
6795	5849
11833	3456
11166	3989
16575	4376
8761	18297
4965	2420
757	7304
160	18297
15648	7420
10806	8800
18889	10821
15212	8079
18557	18359
9438	6217
4595	2253
17722	7227
9095	18271
3290	17112
12152	13426
17592	17723
4283	5860
12997	14504
2442	16449
18040	15282
15912	18285
17169	17879
3464	15837
4880	18824
12118	902
211	13370
8125	13939
12084	64
17191	9812
12149	12979
6408	16816
12971	18027
4971	19636
19713	2495
8000	10433
9273	14125
15511	14882
3711	7430
7624	18714
14815	1284
9322	14482
17762	18162
2157	14233
2758	5930
18268	7113
2930	4279
15397	13736
6463	12940
16592	15134
11162	7212
18018	10545
12986	4692
8158	441
15356	5633
5414	10168
2163	13052
14566	16572
15818	3518
1435	12953
18878	6519
13730	8721
5585	10567
17174	15125
7695	19080
9644	6464
14957	19698
877	3383
7885	9791
8931	7450
3662	12181
16056	14964
6550	134
15160	11583
2728	5342
19509	8647
1345	9115
12986	9654
8556	1646
9870	19270
5105	12981
19701	7202
10426	15875
3304	5122
3155	12216
2691	14429
10852	16391
224	2061
11146	10406
786	17539
7667	9323
11797	18821
19579	8599
11668	7076
2642	7775
604	4268
81	10470
14020	17521
8305	1682
14702	17844
19404	17072
2112	19089
16570	14562
8305	14597
14000	7163
16756	436
12925	6510
6753	8407
4818	10503
18608	571
8692	1909
6046	575
17621	18548
11425	8272
3615	10288
5135	13383
8251	8800
7029	4584
10733	4415
6085	17689
10807	5267
9767	2244
14664	18738
4096	14319
1995	18736
3116	769
7457	17212
19713	6599
5845	11850
16419	3719
8859	6439
12044	3685
17903	3116
8929	11423
4450	7323
16916	15628
13631	14936
435	1903
6530	187
408	16596
11378	6888
7645	1646
13777	12447
5381	4632
11911	4578
2113	11762
16378	19615
13560	9234
19338	6269
4259	12446
3920	7385
19477	16156
15356	16575
11319	5060
5845	19516
3926	1561
11728	12036
19073	12570
13458	15134
337	13071
12443	1334
12554	3613
3571	16550
9824	4899
16747	16263
10656	15336
16404	4873
10014	2323
3462	10980
12118	4726
6368	8719
3464	10810
7617	14117
8210	10029
19716	11359
14953	13655
7135	5955
7231	3506
16532	3835
4731	5331
12389	10658
3092	18273
17081	8823
16644	11913
16534	14213
18482	5102
405	12836
6178	8350
15867	14844
18688	1347
15758	6877
18980	19453
11911	3241
18568	12623
6814	5474
11795	17183
15813	10157
11608	7150
5108	2230
6040	1032
19423	5765
1225	5498
16265	3751
6463	16658
9577	4467
3425	19591
16743	497
8583	18305
16404	15326
17082	6818
2482	16793
1441	18277
3385	13193
14646	17748
1810	9836
17990	350
13400	16975
604	1397
16324	11962
19027	3656
2200	9502
12089	717
12118	16745
10884	15908
13669	14836
7411	16749
12986	19582
19275	13256
16089	19174
17797	3732
18975	16531
15971	2196
2520	2280
8553	437
2333	2769
5845	3305
4913	18751
19011	2656
12414	15950
15012	6688
298	15172
13221	13930
18179	12623
7712	5094
397	1701
10750	17736
18323	14345
5108	12295
3496	17829
11612	13396
3727	4043
8909	14810
3870	10650
1450	19222
15867	5926
9849	1106
17336	13310
16756	6411
6367	10189
18294	7108
9960	16167
15813	2290
1736	19183
5355	11199
8381	8297
19567	11369
11354	3371
8320	3779
4735	16396
1340	785
337	12164
11728	1480
949	11802
13043	18154
13006	18114
3774	18936
4687	5744
13661	4159
2180	10345
5784	18378
16197	19002
536	10983
9351	13081
12971	19467
7743	3383
16570	15837
9288	670
3316	12207
10014	18203
366	9214
15511	3230
17191	6001
19697	12804
7218	9571
11514	5907
17511	11741
3851	17093
4725	3911
5309	878
19011	11281
11945	5174
8519	5397
5981	13223
15212	18014
12258	5200
8320	751
6728	14791
11425	4325
6071	12063
2509	10528
5230	2244
19240	1498
577	16781
12653	1586
13978	18379
18410	5038
3056	19034
4798	17498
569	19312
18014	10732
15760	14639
19370	15501
9034	7923
842	3160
3657	1216
16403	16713
18667	7717
9801	6888
8909	16602
3902	16880
18472	11017
11926	8697
1301	2290
604	14864
17994	7013
19496	619
17040	18285
16750	17816
68	13174
8929	13295
19613	14256
7885	16145
5845	7200
13662	18603
18432	9697
2418	6235
16012	10627
9795	15229
1847	12900
1444	11206
14839	13642
1040	3886
7751	85
3093	7672
11807	9022
4443	1646
8140	7076
17093	9248
10124	13319
11413	5804
16239	17751
17490	1464
11535	4031
5499	11661
19223	7860
3557	10265
12878	16574
17361	10596
8512	8901
18978	13839
2489	10776
515	1564
2906	11645
14328	4977
15143	8853
465	8169
3039	10500
3762	17424
17604	12306
16200	15883
16756	18985
15271	12157
13599	6317
5663	6704
7457	17153
6417	14991
2325	14245
2093	929
5970	8038
7880	11584
12019	11496
3607	11322
5521	13854
4065	9476
9874	5534
7417	11842
3183	14793
6049	15688
19688	4936
19474	18806
3293	9098
17974	7076
3498	2820
3246	7899
14071	12429
19713	7277
12005	14096
15123	6739
12249	16988
6172	8941
18525	17105
10815	6103
11003	19512
18962	7793
5896	9893
11937	6719
19264	13309
11837	3525
13524	2438
19251	11306
15198	6768
18572	4634
1454	14813
1745	1909
10858	7672
17959	18828
13373	16049
18017	10680
4595	6342
3952	1288
17930	4229
7093	14330
9634	16453
8466	4895
17621	6652
8816	3001
5662	18764
4819	3233
16551	12695
12720	16422
8094	333
13096	2052
16488	8259
11670	11999
632	2981
11162	9316
1046	5904
15003	12228
11754	937
17744	6918
9657	302
18907	2103
4465	17304
12265	17067
9548	9132
14973	17222
13619	6384
16567	73
10665	5728
17846	4154
3138	11955
16200	4579
13998	11702
8730	4566
16575	13309
9084	10046
11013	3923
25	14178
2527	6237
19072	11216
7672	7076
704	1122
5451	18251
3630	14068
9078	2846
19640	13514
3880	6151
7063	18623
4817	3553
637	3646
14855	1369
4740	4929
6482	17833
17904	5838
11498	11260
8139	18409
18168	14929
10737	378
14427	9481
178	15785
17081	1646
2121	4887
375	2092
14415	14132
4863	13310
12013	4585
4121	15173
4499	8572
15194	5535
16791	14915
2334	15178
12102	16098
9720	3751
6417	19210
516	6529
11283	5100
6366	15017
15143	13396
11349	9157
25	18155
6394	2468
10374	1683
5299	6710
3952	2799
15264	6679
4934	18513
1444	6353
9990	14747
12119	15798
11498	9626
2121	14434
15422	3799
18432	7839
8539	17538
5919	12848
2831	9428
2113	17746
3661	6135
14073	18244
11261	5452
9720	2511
11270	520
602	18952
11268	1216
18381	7301
7617	18441
12019	7066
18608	2042
587	12700
7672	131
5763	18552
7445	12516
16345	5428
7310	11610
4858	10500
2768	1189
11795	4222
19432	1257
16648	19365
17244	1425
12377	9176
280	937
1945	4217
18479	12628
1013	14877
9907	8306
2506	19639
2611	1367
3920	1930
7480	9157
16567	18201
8541	5077
11921	19497
2826	12914
3448	14224
13359	10166
14855	16901
2027	11368
25	2046
6107	3992
1984	1799
16455	8135
7217	15439
17793	15267
786	13676
12742	10650
16510	5747
12585	14273
11283	17352
7748	17517
4658	3651
12576	2120
15212	10736
13631	9859
3211	16789
10538	8915
10520	16125
17482	6968
15221	14835
152	13854
8923	17082
8325	6728
5019	5038
8865	742
1444	6288
10170	18550
10511	15146
1718	8562
17208	2901
16526	11645
9634	390
63	17572
3902	13854
7494	8349
10734	12197
1800	19562
3412	3353
8062	12306
2766	8307
1970	5552
15076	2246
10269	13710
4657	4339
11496	7372
14328	7066
9793	12009
8280	2046
19251	16649
15120	15708
2118	3967
12053	14969
8123	3081
5406	9462
5633	12480
19611	9222
18857	17344
3650	12431
13555	6829
16677	6153
5573	15083
10875	16320
1143	13794
786	8199
11248	17913
10663	1156
1336	16455
15164	11644
2891	5261
3042	16855
14692	2208
4692	3835
17243	13854
3541	2562
15937	8302
17450	14705
9382	9224
5076	7280
14560	11044
8072	9462
15220	5386
6526	16529
3879	4927
17980	12298
11632	7735
16975	10327
7560	18057
17212	999
18970	5760
9458	6303
12378	2046
6821	14800
11706	16208
17006	7165
17061	1592
9123	4457
9485	5098
6367	316
4425	13580
15033	6649
18038	18416
6464	13854
15244	10048
5238	14620
9120	16320
3919	17338
11013	8963
13631	17700
16784	932
3933	6189
9425	9158
7828	14087
18410	10204
4480	10529
16702	5947
532	3849
8046	19672
19520	3438
3516	4208
15198	15777
8104	15445
786	3584
10763	14327
16063	11721
15587	14248
7	7076
18356	14310
12084	18936
13541	18844
19240	14058
19266	12282
19477	8723
14875	6017
14709	11164
6102	11204
11921	6729
4121	16224
12443	5176
3178	9712
2188	15618
9239	5560
10910	9375
2505	4691
5407	977
3774	11309
17627	2595
18543	4711
6550	16661
18409	5899
997	14786
408	9508
19404	2868
15813	7020
17604	8681
16049	368
3782	2548
14945	11059
1837	10207
15960	2600
12752	11044
13707	2748
3187	18438
12882	1211
8086	13604
4167	19137
7285	15349
5499	8438
10070	1992
3641	15148
13709	5027
2767	7326
3425	7672
1437	12849
786	7816
11803	11164
12732	8238
3646	9211
2705	17375
6401	11845
4725	14450
15223	19298
11009	10828
8614	4886
3483	802
786	6514
3624	11365
16500	5888
17903	12065
3274	18148
11387	18689
2983	7007
10275	18503
7097	14609
2444	14389
19460	4534
18608	236
18283	14712
13039	14209
971	5675
8859	12165
11991	16147
8821	797
12467	1041
5880	18983
11598	2046
587	2023
15511	3455
4740	2866
4510	17014
3363	14951
8614	3381
7920	3279
2587	13042
3209	3088
9720	5199
4587	12899
10081	12979
14699	17767
6312	14636
7375	16661
4658	11536
25	1701
13555	18252
3498	18253
10511	4292
2334	6316
1739	9035
3209	13687
16904	609
15719	45
4954	8915
10033	5333
3952	1828
16324	9496
11425	8133
3059	3841
18571	10414
10983	18706
17592	15460
9579	4483
6357	12913
7168	12862
11301	9302
19477	19526
4913	9811
2093	18020
13372	17093
16645	11780
18819	19645
17174	17787
15805	2298
8783	13813
3774	16453
11844	8697
7315	7027
18472	11810
15467	19542
5176	2282
1930	12666
7660	16460
5048	13028
2200	13120
8152	556
7423	1605
6293	1994
5788	17429
786	16834
11308	17517
2612	12485
18966	1238
10410	5360
11670	19406
5856	15183
12570	8800
8512	12919
3341	2064
11423	13567
3183	16182
1167	15708
16243	5961
4880	601
164	7007
13039	15190
18856	17025
25	19074
1171	5438
12042	11297
1339	6725
8662	18214
3678	6878
492	8465
6312	7630
14922	10931
1907	5360
12653	13325
11670	7970
9732	7794
18370	15591
11739	1123
19523	1655
1143	19365
15616	3608
18160	9323
12782	12782
17426	14472
12556	7451
1945	10725
4635	11831
19317	10876
1793	13487
16063	5666
2501	14464
7541	9462
13458	2415
874	18948
18228	17305
78	19511
17712	16843
3630	4830
11283	1924
16575	17212
7391	18943
14765	661
13405	11949
18736	5431
16742	13906
7214	14509
10170	10159
19079	17471
5126	3584
4880	6723
17225	316
5547	18629
16756	1257
6007	13604
1450	843
18074	18937
5366	4716
19526	5580
18878	15336
3511	13806
11421	17946
9557	2259
9425	11468
18467	649
239	6066
12204	130
7168	5672
1792	5732
7218	18099
15626	9260
4049	15551
126	11667
8078	16659
10669	2555
17046	9048
13578	17132
18557	2594
15180	8951
6437	6284
8790	2258
13056	17636
18442	7076
3932	1325
2916	19402
2608	4229
3551	13396
15901	17419
16049	17362
16178	18720
18608	4725
1537	10553
10842	10540
1995	13469
16086	14944
18266	2908
17743	2137
15960	12943
1634	11011
9238	7578
16931	17413
14962	15584
2418	18483
17457	2327
11794	645
4725	12383
17243	14240
15370	13244
15040	17183
15804	10274
17215	8079
17764	18331
17439	50
18436	18795
19369	18001
1099	19288
12523	13424
8497	10810
18736	13829
587	8080
9444	9699
18717	15262
13869	6227
2606	8789
3811	5360
8357	11123
17994	2215
17548	6765
8292	6893
5684	19600
3498	12620
4241	11370
17191	6448
7877	10982
9322	13149
397	16077
10763	16125
2351	12514
3016	14221
17695	2837
9548	18365
1847	15998
13069	11969
1739	19339
18411	18946
5780	3142
15212	13352
13228	3568
17621	8569
1800	16303
8929	11386
9078	7076
3390	16473
8041	18261
14777	5682
16339	19328
3859	2889
8104	13857
16779	11601
7445	11441
15338	699
18543	11026
7743	16705
4603	10724
5155	12559
9490	2092
18542	3479
14810	864
12311	2937
2033	2038
15180	16678
18571	14821
2992	4148
3828	18253
18856	18104
757	16518
15212	12197
17279	10941
3169	17284
12378	13558
1211	15815
16942	10023
14230	17997
2826	12623
18268	134
16532	2692
15511	614
15721	14992
19012	758
3701	6177
9641	4877
10663	9817
295	11260
11704	13710
12148	68
7922	18101
2418	10991
11737	6616
18410	2042
9095	15445
16346	1726
15760	12872
17069	14121
19205	10620
13740	17501
6718	13406
16441	12440
9644	843
15244	1504
6178	17480
17336	16483
16012	12316
4783	2917
8887	12640
2112	1909
14953	6404
2902	13625
1844	6188
5229	4727
13290	7412
8251	7280
10409	9945
6101	15366
15615	16872
2432	2721
19251	13376
9957	16714
18228	3143
8790	19709
17846	16035
12146	11790
13391	15137
11026	11848
6718	2982
5808	15099
5880	9766
3759	12264
13917	18473
2309	19045
4260	9969
10695	9684
7214	14418
4098	17782
7920	15444
5218	19660
310	2802
9788	18681
6101	2180
3715	3616
7739	4580
11166	10285
15648	16684
14102	11844
7214	19639
17214	4947
9660	16661
15813	16806
6437	4650
2992	6208
2691	7950
2814	1576
17846	13857
2680	3305
14694	1645
16916	4419
16090	61
8809	2552
2029	19646
12130	16147
19433	6537
17301	5737
3106	330
13540	7401
18856	7435
4656	16332
18432	999
2252	10812
6476	4923
10613	1354
18217	11584
8056	144
4016	7145
14289	8723
2851	10959
913	16965
12443	3376
17450	6996
15511	4987
11926	1925
3778	3597
5499	13197
8526	914
16677	9984
16346	16917
5678	14846
1397	6002
3475	2878
14513	16083
4798	12306
12387	14273
5948	12259
7660	18651
5451	653
6842	2358
7241	3149
14702	12800
8456	4750
3077	4287
8989	19199
10878	3960
2022	500
17396	2866
18624	16387
17093	5468
14740	1313
19080	1258
9870	1249
16784	8536
19214	4771
1496	16280
14882	4791
3479	19201
758	19078
3759	11903
15813	4308
15212	3029
587	4564
9613	11026
1664	8715
14880	2994
9939	2227
3620	1496
18966	13333
410	18762
14389	6919
5238	18656
5406	11074
13784	8653
6178	8380
15467	9279
16891	8027
14415	646
9428	15769
12845	5948
6363	11335
18110	13644
10091	14092
16532	8089
2461	7076
7920	9387
165	1514
17972	15017
713	2785
6198	16080
6553	12890
6402	15174
19	1898
5953	16574
2930	7980
9106	2102
15286	16550
15785	4661
10774	2597
1171	15995
7268	17631
10352	13224
5309	8159
16592	15456
12067	19034
2992	11261
2200	14392
10426	557
17141	8542
5094	6921
5567	7797
15467	8853
11162	7327
14311	18277
18542	15164
604	331
7243	17662
14213	1909
337	16565
9788	7947
19281	15330
11421	1628
11425	3597
3778	10885
1886	15966
14020	3111
16488	6896
2013	1004
5406	18107
3140	2981
4333	18423
8239	16636
8236	10596
11166	1196
165	6502
14219	15556
3785	8252
4230	11790
8593	13640
8239	7575
10656	13189
1810	9884
7698	348
10690	11061
17439	3923
12070	19034
5446	7400
14399	3774
10886	17418
5850	18699
1171	2363
15813	19594
13617	12926
569	137
12366	341
2916	2146
4232	5980
17889	4822
16437	1918
15047	1113
11943	16225
7217	17576
4499	12942
3727	592
3529	19011
4075	4658
14405	19023
7296	18215
16101	4677
12702	17816
12892	5197
7960	9076
11797	7374
2415	17771
4717	19427
3091	14029
8329	8724
12822	18478
2049	2685
1356	16159
9596	8415
3677	11707
11315	12482
10419	19178
2177	15272
397	6178
11433	11475
5791	7584
4043	3038
13893	6303
7159	13084
13428	16635
9801	19613
4526	3626
4591	14679
3096	6286
17111	13995
19026	4822
17972	5649
12389	7485
449	1234
19433	3603
12622	10430
9312	9053
14882	3303
11308	2114
6683	12690
5048	14301
13152	9426
16775	10742
12836	10008
5154	19144
12576	4783
1549	17587
13228	10580
8167	16988
14102	16373
6427	19597
15889	4588
1356	17972
5108	919
12720	4220
5595	17236
19281	2804
17191	3523
17897	6479
1435	7929
5108	9323
16142	5360
15212	19610
3537	14021
6728	5417
110	16777
12202	441
14480	17655
19558	15774
10649	12710
6368	4791
7405	13594
13131	12446
6563	14152
19329	16088
3919	5360
4426	9402
15446	10885
15198	16501
7616	1765
566	18291
10763	11442
9838	3714
13212	6658
9927	1619
19420	4908
15422	19222
16012	13306
11498	18131
2953	7478
2442	14756
6363	1765
8343	13453
6943	16156
13584	10166
13401	13854
814	7458
13684	15367
15212	2674
16780	11188
410	4639
814	5038
13083	7090
17082	1247
13978	12985
5633	977
1014	722
6096	17226
14230	19035
9233	18380
7592	9004
11758	113
7394	13532
3934	14433
18276	15456
18132	9872
7641	19023
16179	8992
2919	14751
8593	3302
13775	18225
18819	19497
11232	3447
4346	5310
7617	4986
18356	13577
7217	5052
15012	9114
11939	7253
6233	1929
8720	264
12714	18299
8859	15370
4219	7799
3418	5746
3824	12601
9781	5605
17965	14834
1844	15176
12202	12623
5171	6411
9636	2105
4426	11330
8236	18050
18792	158
18718	5034
14415	17093
16197	5566
14069	647
19713	15218
6861	9735
12556	977
8643	3179
18809	2937
17482	16213
4880	613
9901	9439
15200	6095
19073	8307
3025	8045
713	9818
9178	16095
18385	6168
15414	5229
10553	11579
13872	9917
9131	13112
13056	9480
3289	4155
3442	5799
16852	18432
6098	17333
3953	16026
10460	9621
19526	14111
147	17569
